ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
150143,Uttarakhand,Dehradun,Locality_90,Independent House,5,807,336.1,0.42,2021,Unfurnished,4,17,4,5,9,Low,Yes,No,"Garden, Playground, Pool, Gym",South,Owner,Under_Construction
150144,Kerala,Kochi,Locality_126,Apartment,3,1752,444.7,0.25,1991,Semi-furnished,13,14,34,9,1,High,No,Yes,"Garden, Playground, Pool, Gym",South,Builder,Under_Construction
150145,Uttar Pradesh,Lucknow,Locality_481,Independent House,3,1814,213.0,0.12,2007,Furnished,28,12,18,8,10,Low,No,Yes,"Garden, Gym, Pool, Clubhouse",North,Builder,Ready_to_Move
150146,Gujarat,Ahmedabad,Locality_491,Apartment,4,3279,85.65,0.03,1997,Semi-furnished,25,11,28,5,4,Medium,No,Yes,"Playground, Pool, Garden, Gym",West,Builder,Under_Construction
150147,Madhya Pradesh,Indore,Locality_105,Independent House,2,4268,216.02,0.05,2015,Semi-furnished,4,4,10,2,8,Low,No,Yes,"Clubhouse, Playground, Gym",South,Owner,Ready_to_Move
150148,Haryana,Gurgaon,Locality_238,Apartment,3,2183,146.55,0.07,2011,Semi-furnished,8,21,14,10,4,Medium,No,No,"Gym, Clubhouse, Pool, Playground",North,Builder,Ready_to_Move
150149,Chhattisgarh,Raipur,Locality_416,Apartment,1,2082,293.92,0.14,2000,Unfurnished,16,17,25,7,8,Medium,No,No,"Pool, Gym, Clubhouse, Garden, Playground",South,Broker,Under_Construction
150150,Chhattisgarh,Bilaspur,Locality_42,Apartment,1,3375,322.43,0.1,2016,Unfurnished,22,6,9,7,8,High,Yes,Yes,"Gym, Garden, Pool, Clubhouse",East,Owner,Under_Construction
150151,Kerala,Kochi,Locality_296,Apartment,1,562,201.81,0.36,2006,Unfurnished,28,24,19,4,10,Medium,Yes,No,Gym,South,Owner,Under_Construction
150152,Kerala,Trivandrum,Locality_261,Villa,1,1414,295.08,0.21,1999,Semi-furnished,9,5,26,7,5,High,No,Yes,"Pool, Gym, Playground",West,Owner,Ready_to_Move
150153,Maharashtra,Mumbai,Locality_155,Villa,5,3846,301.77,0.08,1990,Unfurnished,6,3,35,1,6,High,No,No,"Playground, Clubhouse",South,Broker,Under_Construction
150154,Kerala,Trivandrum,Locality_316,Villa,5,2909,412.48,0.14,1990,Unfurnished,14,5,35,1,8,Medium,Yes,Yes,"Clubhouse, Pool, Garden",North,Broker,Ready_to_Move
150155,Uttarakhand,Haridwar,Locality_75,Villa,3,4307,484.41,0.11,2001,Unfurnished,7,29,24,5,2,Low,Yes,Yes,"Clubhouse, Gym, Garden, Pool, Playground",South,Owner,Ready_to_Move
150156,Gujarat,Surat,Locality_216,Villa,5,2508,496.16,0.2,2001,Furnished,13,27,24,1,2,Medium,No,No,"Garden, Pool, Clubhouse, Gym",North,Owner,Under_Construction
150157,Andhra Pradesh,Vishakhapatnam,Locality_220,Apartment,3,4609,45.46,0.01,1997,Furnished,25,9,28,5,10,Low,No,Yes,"Pool, Playground",South,Builder,Ready_to_Move
150158,Karnataka,Mysore,Locality_119,Apartment,4,3436,78.19,0.02,2023,Furnished,0,23,2,3,5,Low,Yes,No,"Clubhouse, Garden, Playground, Pool, Gym",West,Builder,Ready_to_Move
150159,Uttar Pradesh,Lucknow,Locality_229,Apartment,3,2288,371.29,0.16,2001,Furnished,29,14,24,10,1,Medium,No,No,Gym,West,Owner,Ready_to_Move
150160,Kerala,Trivandrum,Locality_112,Villa,4,4972,176.29,0.04,2006,Furnished,22,7,19,6,9,Medium,No,Yes,"Garden, Pool",West,Builder,Ready_to_Move
150161,Punjab,Amritsar,Locality_87,Independent House,4,868,131.04,0.15,2020,Unfurnished,6,25,5,1,9,Low,No,No,"Pool, Gym, Playground, Clubhouse",East,Owner,Ready_to_Move
150162,Assam,Silchar,Locality_238,Apartment,3,4050,315.48,0.08,2005,Unfurnished,27,2,20,10,3,Low,Yes,No,Clubhouse,South,Owner,Under_Construction
150163,Uttar Pradesh,Noida,Locality_92,Independent House,4,3711,268.84,0.07,1993,Furnished,6,7,32,9,5,High,No,No,"Gym, Pool",North,Broker,Ready_to_Move
150164,Assam,Silchar,Locality_486,Villa,1,1913,398.07,0.21,2016,Furnished,2,5,9,4,3,High,Yes,No,Gym,South,Broker,Under_Construction
150165,Odisha,Bhubaneswar,Locality_101,Villa,2,958,131.33,0.14,2006,Unfurnished,9,6,19,4,4,High,No,No,"Pool, Clubhouse, Playground, Gym",East,Owner,Ready_to_Move
150166,Delhi,Dwarka,Locality_17,Independent House,4,4966,146.44,0.03,2003,Furnished,24,13,22,8,4,Medium,Yes,Yes,"Clubhouse, Garden, Pool",West,Builder,Under_Construction
150167,Odisha,Bhubaneswar,Locality_23,Independent House,5,799,262.64,0.33,2015,Furnished,25,14,10,7,9,High,Yes,No,"Playground, Clubhouse, Gym, Pool, Garden",West,Owner,Ready_to_Move
150168,Telangana,Warangal,Locality_128,Independent House,5,4865,323.92,0.07,2010,Furnished,12,25,15,4,8,Low,No,No,"Pool, Clubhouse",West,Owner,Ready_to_Move
150169,Maharashtra,Pune,Locality_275,Independent House,1,4971,132.57,0.03,2008,Furnished,21,5,17,4,10,Low,No,No,"Playground, Clubhouse, Gym, Garden, Pool",North,Broker,Under_Construction
150170,West Bengal,Kolkata,Locality_182,Villa,2,3618,388.51,0.11,1995,Unfurnished,18,3,30,3,5,High,Yes,Yes,"Playground, Garden, Gym, Pool",South,Builder,Under_Construction
150171,Odisha,Bhubaneswar,Locality_107,Independent House,5,1344,494.64,0.37,1990,Semi-furnished,11,11,35,8,4,Low,Yes,No,"Playground, Gym, Clubhouse",North,Owner,Under_Construction
150172,Uttarakhand,Haridwar,Locality_154,Independent House,5,504,344.67,0.68,2018,Unfurnished,2,13,7,1,4,High,Yes,Yes,Gym,North,Builder,Under_Construction
150173,Jharkhand,Jamshedpur,Locality_45,Independent House,2,3525,196.06,0.06,2017,Furnished,14,3,8,1,4,High,Yes,Yes,Garden,East,Broker,Ready_to_Move
150174,Uttar Pradesh,Lucknow,Locality_330,Apartment,1,2001,33.89,0.02,2019,Semi-furnished,14,15,6,10,8,Medium,Yes,Yes,"Playground, Pool, Gym, Clubhouse",East,Owner,Ready_to_Move
150175,Madhya Pradesh,Bhopal,Locality_150,Independent House,5,3956,309.03,0.08,2023,Unfurnished,19,9,2,1,4,Low,No,Yes,"Playground, Garden, Clubhouse",North,Owner,Under_Construction
150176,Tamil Nadu,Chennai,Locality_7,Independent House,3,2375,188.55,0.08,1993,Furnished,26,22,32,10,10,Low,Yes,Yes,"Clubhouse, Pool, Gym, Garden, Playground",South,Builder,Under_Construction
150177,Telangana,Warangal,Locality_462,Villa,1,4181,286.41,0.07,2013,Semi-furnished,23,10,12,1,1,Low,No,No,"Clubhouse, Garden",East,Builder,Under_Construction
150178,Punjab,Amritsar,Locality_367,Apartment,3,1315,340.2,0.26,2007,Semi-furnished,19,28,18,4,6,High,No,Yes,"Pool, Garden",West,Owner,Under_Construction
150179,Delhi,Dwarka,Locality_61,Independent House,2,4487,29.18,0.01,2017,Semi-furnished,7,18,8,9,1,High,No,No,"Clubhouse, Pool, Playground, Garden, Gym",North,Builder,Under_Construction
150180,Uttar Pradesh,Noida,Locality_116,Apartment,1,2814,214.78,0.08,2019,Unfurnished,4,30,6,5,2,Low,No,No,"Gym, Garden",North,Builder,Ready_to_Move
150181,Delhi,New Delhi,Locality_218,Apartment,4,2306,474.47,0.21,2010,Semi-furnished,2,14,15,7,7,Low,No,Yes,"Gym, Playground",North,Builder,Under_Construction
150182,Bihar,Gaya,Locality_279,Independent House,4,2825,470.01,0.17,2023,Semi-furnished,4,30,2,10,6,High,Yes,No,"Playground, Pool, Gym",East,Builder,Under_Construction
150183,Delhi,Dwarka,Locality_184,Independent House,5,2195,125.8,0.06,1998,Unfurnished,20,25,27,6,7,Low,No,No,"Gym, Pool, Clubhouse",East,Owner,Under_Construction
150184,Delhi,Dwarka,Locality_197,Apartment,3,2292,326.06,0.14,1998,Semi-furnished,17,30,27,9,4,High,No,No,"Pool, Playground, Garden",East,Builder,Under_Construction
150185,Delhi,Dwarka,Locality_62,Apartment,2,2312,115.22,0.05,1996,Furnished,27,10,29,8,2,Medium,Yes,No,Gym,North,Broker,Under_Construction
150186,Assam,Guwahati,Locality_161,Villa,4,1622,31.97,0.02,2002,Semi-furnished,8,7,23,6,10,Medium,Yes,No,Garden,East,Broker,Under_Construction
150187,Haryana,Faridabad,Locality_494,Apartment,2,813,80.45,0.1,2009,Unfurnished,18,8,16,3,4,Low,No,No,"Gym, Garden, Playground, Pool, Clubhouse",South,Broker,Ready_to_Move
150188,Haryana,Faridabad,Locality_120,Independent House,5,2318,292.28,0.13,2013,Unfurnished,8,6,12,5,6,Medium,No,Yes,Pool,North,Broker,Under_Construction
150189,Tamil Nadu,Chennai,Locality_30,Apartment,1,3395,447.33,0.13,1996,Unfurnished,6,9,29,5,5,Medium,Yes,Yes,"Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move
150190,Kerala,Kochi,Locality_296,Apartment,5,1609,191.29,0.12,2002,Unfurnished,16,12,23,2,4,Medium,Yes,No,"Playground, Pool",West,Owner,Under_Construction
150191,Andhra Pradesh,Vijayawada,Locality_442,Independent House,4,3705,78.29,0.02,2005,Unfurnished,18,4,20,4,5,Low,Yes,No,"Pool, Playground, Garden",North,Builder,Ready_to_Move
150192,Rajasthan,Jaipur,Locality_224,Villa,5,3054,97.98,0.03,2021,Semi-furnished,13,3,4,3,7,Low,Yes,No,"Playground, Garden, Gym, Pool",North,Owner,Ready_to_Move
150193,Gujarat,Surat,Locality_496,Independent House,5,3792,322.34,0.09,1995,Unfurnished,4,18,30,1,4,Medium,No,No,"Gym, Garden, Playground, Pool, Clubhouse",West,Owner,Ready_to_Move
150194,Jharkhand,Jamshedpur,Locality_488,Apartment,5,2973,158.53,0.05,1994,Semi-furnished,27,6,31,2,9,Medium,No,No,Pool,North,Builder,Ready_to_Move
150195,Tamil Nadu,Chennai,Locality_194,Independent House,1,2858,367.94,0.13,2020,Furnished,28,15,5,8,1,High,No,Yes,"Playground, Clubhouse, Pool",East,Broker,Under_Construction
150196,Punjab,Amritsar,Locality_179,Villa,3,1992,329.14,0.17,2015,Unfurnished,1,26,10,7,6,Low,Yes,Yes,"Gym, Clubhouse, Garden",East,Owner,Under_Construction
150197,Andhra Pradesh,Vijayawada,Locality_298,Apartment,3,753,490.37,0.65,2007,Furnished,5,18,18,9,3,Low,Yes,No,Gym,West,Broker,Under_Construction
150198,Uttar Pradesh,Noida,Locality_113,Apartment,1,1885,397.39,0.21,2003,Semi-furnished,28,23,22,8,9,High,No,No,Garden,East,Builder,Under_Construction
150199,Andhra Pradesh,Vijayawada,Locality_490,Villa,5,844,41.84,0.05,1994,Semi-furnished,19,11,31,4,7,Low,No,Yes,"Playground, Pool, Gym",West,Owner,Under_Construction
150200,West Bengal,Kolkata,Locality_287,Apartment,2,886,301.32,0.34,1991,Semi-furnished,16,9,34,5,2,Low,No,No,Clubhouse,North,Broker,Ready_to_Move
150201,Delhi,Dwarka,Locality_368,Villa,1,2030,410.43,0.2,2014,Furnished,3,24,11,5,6,Low,No,No,"Garden, Pool, Gym, Clubhouse, Playground",West,Owner,Under_Construction
150202,Rajasthan,Jodhpur,Locality_56,Independent House,4,4976,69.1,0.01,2019,Unfurnished,0,13,6,10,4,High,Yes,Yes,"Clubhouse, Pool, Playground",East,Owner,Under_Construction
150203,Maharashtra,Pune,Locality_363,Apartment,3,3342,398.48,0.12,1995,Semi-furnished,10,8,30,2,10,High,No,Yes,"Garden, Playground",South,Broker,Ready_to_Move
150204,Haryana,Gurgaon,Locality_103,Apartment,1,2461,112.21,0.05,1996,Semi-furnished,1,8,29,7,9,Medium,Yes,Yes,"Playground, Pool, Clubhouse",West,Broker,Ready_to_Move
150205,Madhya Pradesh,Indore,Locality_256,Villa,4,3727,49.81,0.01,1998,Semi-furnished,24,22,27,6,1,High,No,No,"Playground, Pool, Gym, Clubhouse, Garden",West,Builder,Ready_to_Move
150206,Odisha,Bhubaneswar,Locality_309,Villa,4,2949,166.94,0.06,1997,Semi-furnished,26,11,28,5,5,Low,Yes,No,Clubhouse,East,Owner,Ready_to_Move
150207,Assam,Guwahati,Locality_260,Apartment,3,2786,457.45,0.16,2004,Furnished,28,17,21,6,6,Low,Yes,No,"Pool, Playground, Gym",East,Owner,Under_Construction
150208,Gujarat,Ahmedabad,Locality_102,Apartment,1,627,44.52,0.07,2014,Furnished,6,29,11,2,2,High,Yes,Yes,"Clubhouse, Garden, Pool, Gym",East,Owner,Under_Construction
150209,Andhra Pradesh,Vijayawada,Locality_327,Independent House,3,4463,241.39,0.05,2014,Furnished,28,1,11,9,7,High,Yes,Yes,"Garden, Gym, Clubhouse, Pool, Playground",West,Owner,Under_Construction
150210,Gujarat,Ahmedabad,Locality_140,Independent House,5,2782,124.0,0.04,2002,Semi-furnished,6,27,23,1,8,Low,Yes,No,Pool,North,Owner,Under_Construction
150211,Jharkhand,Ranchi,Locality_426,Apartment,1,4256,466.25,0.11,2015,Unfurnished,6,5,10,7,3,Low,No,Yes,"Gym, Playground, Clubhouse, Pool, Garden",South,Broker,Under_Construction
150212,Odisha,Bhubaneswar,Locality_469,Independent House,5,719,125.3,0.17,1996,Semi-furnished,7,9,29,10,9,Low,Yes,Yes,"Pool, Playground, Clubhouse, Garden",South,Owner,Under_Construction
150213,Haryana,Faridabad,Locality_28,Villa,3,2365,261.33,0.11,2010,Semi-furnished,11,14,15,5,4,Low,No,Yes,"Pool, Garden, Clubhouse, Playground, Gym",South,Broker,Under_Construction
150214,Uttarakhand,Haridwar,Locality_206,Villa,1,1714,314.1,0.18,2021,Semi-furnished,17,19,4,8,1,Low,No,No,"Clubhouse, Gym, Pool, Garden, Playground",East,Owner,Under_Construction
150215,Chhattisgarh,Bilaspur,Locality_94,Independent House,5,3664,246.26,0.07,1993,Semi-furnished,16,10,32,8,6,Medium,Yes,No,"Clubhouse, Playground, Garden, Pool, Gym",South,Broker,Ready_to_Move
150216,Bihar,Gaya,Locality_209,Apartment,3,4124,80.21,0.02,2003,Unfurnished,18,26,22,3,8,Medium,No,No,"Garden, Playground, Gym",North,Broker,Ready_to_Move
150217,Jharkhand,Ranchi,Locality_255,Apartment,5,3868,119.46,0.03,1994,Furnished,6,10,31,2,7,Low,Yes,Yes,"Playground, Pool, Garden, Clubhouse",West,Broker,Ready_to_Move
150218,Telangana,Warangal,Locality_415,Apartment,3,4687,78.81,0.02,2008,Semi-furnished,19,3,17,10,7,Low,No,Yes,"Clubhouse, Garden",East,Owner,Ready_to_Move
150219,Delhi,Dwarka,Locality_265,Villa,2,3359,468.2,0.14,2013,Furnished,15,29,12,9,4,Low,Yes,Yes,"Clubhouse, Garden, Playground, Pool, Gym",East,Builder,Under_Construction
150220,Uttarakhand,Haridwar,Locality_249,Independent House,4,1933,103.08,0.05,1992,Unfurnished,27,3,33,6,6,Medium,Yes,No,"Gym, Pool, Clubhouse, Garden, Playground",East,Builder,Ready_to_Move
150221,Rajasthan,Jaipur,Locality_133,Apartment,3,3924,198.8,0.05,2006,Unfurnished,14,12,19,2,8,High,No,Yes,"Pool, Clubhouse, Gym, Garden",South,Broker,Ready_to_Move
150222,Tamil Nadu,Chennai,Locality_366,Independent House,5,1449,441.04,0.3,2023,Semi-furnished,10,26,2,1,6,High,Yes,Yes,"Gym, Clubhouse, Garden",East,Owner,Ready_to_Move
150223,Haryana,Gurgaon,Locality_456,Apartment,2,1258,109.25,0.09,1995,Semi-furnished,17,27,30,1,4,Medium,No,No,"Playground, Pool, Clubhouse",East,Broker,Under_Construction
150224,Telangana,Warangal,Locality_338,Villa,5,644,393.73,0.61,2021,Furnished,6,7,4,10,2,Low,No,No,"Clubhouse, Playground, Pool, Garden",South,Builder,Ready_to_Move
150225,Gujarat,Surat,Locality_468,Villa,2,1679,68.16,0.04,2018,Semi-furnished,30,9,7,5,6,Low,Yes,Yes,Pool,North,Builder,Ready_to_Move
150226,Tamil Nadu,Coimbatore,Locality_210,Villa,3,1797,249.38,0.14,1997,Unfurnished,21,15,28,7,3,Medium,Yes,Yes,"Gym, Clubhouse, Garden, Playground",North,Builder,Ready_to_Move
150227,Punjab,Ludhiana,Locality_21,Apartment,5,1841,365.45,0.2,2014,Furnished,22,1,11,6,3,High,Yes,Yes,Clubhouse,West,Builder,Under_Construction
150228,Jharkhand,Ranchi,Locality_76,Apartment,3,3654,432.04,0.12,2017,Unfurnished,11,21,8,5,4,High,Yes,No,"Clubhouse, Garden, Gym",West,Broker,Under_Construction
150229,Odisha,Bhubaneswar,Locality_247,Independent House,1,4033,274.69,0.07,2017,Furnished,30,28,8,3,2,Medium,Yes,No,"Gym, Pool, Clubhouse, Playground",West,Owner,Ready_to_Move
150230,Haryana,Faridabad,Locality_308,Villa,1,1081,312.29,0.29,2013,Unfurnished,7,15,12,2,7,High,Yes,Yes,"Playground, Pool",South,Owner,Ready_to_Move
150231,Odisha,Cuttack,Locality_160,Apartment,4,2343,447.06,0.19,1990,Furnished,15,11,35,9,6,Medium,No,No,"Clubhouse, Pool, Playground, Gym, Garden",North,Broker,Under_Construction
150232,Kerala,Kochi,Locality_384,Villa,5,1645,121.8,0.07,2008,Unfurnished,10,6,17,1,4,Medium,Yes,No,"Pool, Clubhouse",East,Builder,Under_Construction
150233,Jharkhand,Jamshedpur,Locality_256,Villa,4,1433,222.88,0.16,2010,Semi-furnished,1,19,15,8,3,High,Yes,Yes,"Pool, Gym, Garden, Clubhouse",West,Owner,Ready_to_Move
150234,Uttarakhand,Dehradun,Locality_166,Independent House,1,3322,340.52,0.1,2007,Semi-furnished,11,12,18,6,9,Low,Yes,Yes,"Clubhouse, Pool",North,Builder,Ready_to_Move
150235,West Bengal,Durgapur,Locality_301,Independent House,4,1233,354.88,0.29,2005,Unfurnished,26,12,20,8,5,Medium,Yes,No,Pool,East,Builder,Ready_to_Move
150236,Madhya Pradesh,Bhopal,Locality_328,Villa,3,2327,239.81,0.1,2019,Semi-furnished,1,28,6,3,3,Low,No,Yes,Garden,North,Owner,Ready_to_Move
150237,Andhra Pradesh,Vijayawada,Locality_156,Villa,5,1801,212.93,0.12,2004,Semi-furnished,15,28,21,2,2,Low,Yes,No,"Clubhouse, Pool, Playground, Garden",North,Broker,Under_Construction
150238,Karnataka,Mangalore,Locality_111,Independent House,5,3845,68.16,0.02,2004,Semi-furnished,8,5,21,10,6,Low,Yes,No,"Clubhouse, Garden",East,Broker,Ready_to_Move
150239,Rajasthan,Jodhpur,Locality_167,Independent House,5,943,99.87,0.11,2013,Furnished,28,22,12,6,5,High,Yes,Yes,Pool,East,Owner,Under_Construction
150240,Odisha,Cuttack,Locality_471,Apartment,4,3523,364.0,0.1,2022,Furnished,16,18,3,2,4,High,Yes,Yes,"Clubhouse, Playground, Garden",East,Broker,Under_Construction
150241,Haryana,Faridabad,Locality_405,Independent House,5,1640,155.57,0.09,1994,Furnished,27,8,31,6,4,Medium,Yes,Yes,Garden,West,Broker,Under_Construction
150242,Tamil Nadu,Chennai,Locality_360,Villa,4,1241,315.73,0.25,2001,Furnished,6,25,24,9,3,High,Yes,Yes,"Pool, Garden",North,Broker,Ready_to_Move
150243,Punjab,Amritsar,Locality_242,Independent House,1,4167,305.37,0.07,2014,Furnished,7,14,11,8,5,Medium,Yes,Yes,"Clubhouse, Playground",East,Broker,Ready_to_Move
150244,Gujarat,Surat,Locality_94,Independent House,4,908,165.4,0.18,2020,Furnished,27,8,5,4,3,Medium,No,No,Playground,East,Builder,Ready_to_Move
150245,Karnataka,Mysore,Locality_98,Independent House,5,1986,14.41,0.01,1995,Unfurnished,17,28,30,1,4,Low,No,No,"Playground, Clubhouse, Garden, Gym, Pool",East,Owner,Under_Construction
150246,Chhattisgarh,Raipur,Locality_230,Apartment,3,3889,482.35,0.12,1991,Furnished,4,26,34,6,5,Medium,Yes,Yes,Clubhouse,South,Owner,Ready_to_Move
150247,Madhya Pradesh,Indore,Locality_228,Villa,2,1192,248.67,0.21,2021,Furnished,6,13,4,7,9,Low,Yes,No,"Garden, Pool",North,Owner,Ready_to_Move
150248,Jharkhand,Ranchi,Locality_455,Apartment,2,701,147.6,0.21,1995,Furnished,30,16,30,3,10,High,No,Yes,"Garden, Clubhouse, Pool, Playground, Gym",West,Broker,Ready_to_Move
150249,Telangana,Hyderabad,Locality_99,Independent House,2,4216,271.95,0.06,1999,Furnished,3,12,26,3,4,High,No,No,Playground,West,Broker,Ready_to_Move
150250,Odisha,Bhubaneswar,Locality_28,Apartment,2,1800,473.84,0.26,1997,Furnished,16,1,28,2,1,Low,Yes,No,"Pool, Gym, Garden, Playground",West,Owner,Ready_to_Move
150251,Uttar Pradesh,Lucknow,Locality_5,Independent House,1,944,70.46,0.07,2015,Furnished,6,27,10,4,1,High,No,Yes,"Garden, Pool",East,Owner,Ready_to_Move
150252,Uttarakhand,Haridwar,Locality_498,Villa,2,1370,472.94,0.35,2007,Unfurnished,17,20,18,9,6,Low,Yes,No,"Garden, Pool, Gym, Playground",North,Broker,Ready_to_Move
150253,Chhattisgarh,Bilaspur,Locality_354,Independent House,5,1449,407.33,0.28,1991,Semi-furnished,3,27,34,4,9,Medium,No,No,"Playground, Garden",North,Owner,Under_Construction
150254,Madhya Pradesh,Indore,Locality_498,Apartment,4,1588,219.05,0.14,2011,Furnished,4,22,14,8,3,Medium,No,Yes,Clubhouse,North,Owner,Ready_to_Move
150255,Gujarat,Ahmedabad,Locality_83,Villa,2,2680,481.65,0.18,1993,Semi-furnished,20,16,32,9,4,Medium,No,Yes,"Gym, Garden, Pool, Playground, Clubhouse",North,Owner,Ready_to_Move
150256,Andhra Pradesh,Vijayawada,Locality_258,Apartment,5,4482,487.59,0.11,2009,Furnished,5,24,16,8,7,Low,No,No,Pool,South,Builder,Ready_to_Move
150257,Telangana,Hyderabad,Locality_233,Apartment,1,3083,437.84,0.14,2009,Unfurnished,22,14,16,3,5,High,No,Yes,"Clubhouse, Garden, Pool, Playground, Gym",South,Broker,Under_Construction
150258,Kerala,Trivandrum,Locality_403,Independent House,2,1724,384.3,0.22,2004,Unfurnished,17,9,21,4,10,Medium,No,Yes,"Pool, Playground, Gym, Garden",North,Broker,Under_Construction
150259,Uttar Pradesh,Noida,Locality_411,Independent House,1,821,87.37,0.11,1993,Unfurnished,3,19,32,9,8,High,Yes,Yes,"Playground, Garden, Gym, Clubhouse, Pool",West,Broker,Under_Construction
150260,Delhi,New Delhi,Locality_329,Apartment,1,2023,235.77,0.12,1996,Semi-furnished,11,26,29,8,8,High,No,Yes,"Gym, Garden, Playground, Pool",West,Owner,Under_Construction
150261,Punjab,Amritsar,Locality_360,Independent House,1,726,345.78,0.48,2006,Furnished,24,27,19,3,5,High,Yes,Yes,"Pool, Playground, Clubhouse",North,Builder,Ready_to_Move
150262,Telangana,Warangal,Locality_48,Villa,5,2577,88.63,0.03,2016,Unfurnished,2,15,9,4,5,Low,No,No,"Garden, Gym, Clubhouse, Pool",East,Broker,Ready_to_Move
150263,Jharkhand,Jamshedpur,Locality_266,Villa,1,1242,290.58,0.23,2008,Unfurnished,17,19,17,5,9,Medium,Yes,No,"Clubhouse, Playground, Gym, Pool, Garden",West,Owner,Under_Construction
150264,Assam,Silchar,Locality_217,Independent House,2,2747,56.13,0.02,2000,Semi-furnished,18,30,25,7,6,Low,No,Yes,"Pool, Garden, Gym, Playground, Clubhouse",South,Builder,Ready_to_Move
150265,Karnataka,Bangalore,Locality_185,Villa,4,2925,278.88,0.1,2018,Unfurnished,7,20,7,8,7,Low,No,No,Playground,South,Builder,Under_Construction
150266,Rajasthan,Jodhpur,Locality_471,Villa,1,3468,357.26,0.1,2023,Furnished,23,8,2,4,8,High,Yes,No,Clubhouse,North,Owner,Ready_to_Move
150267,Telangana,Warangal,Locality_212,Villa,2,4114,63.41,0.02,2021,Unfurnished,14,10,4,9,1,Low,Yes,Yes,Pool,North,Owner,Under_Construction
150268,Madhya Pradesh,Indore,Locality_113,Independent House,3,2299,420.66,0.18,1996,Unfurnished,24,13,29,2,5,Low,Yes,Yes,"Garden, Pool, Playground, Gym, Clubhouse",East,Builder,Ready_to_Move
150269,Chhattisgarh,Bilaspur,Locality_390,Independent House,5,3928,147.21,0.04,2002,Furnished,2,9,23,8,4,High,Yes,Yes,"Clubhouse, Gym, Garden, Playground",West,Builder,Ready_to_Move
150270,Punjab,Amritsar,Locality_423,Apartment,3,2275,247.65,0.11,2017,Semi-furnished,25,25,8,1,7,Medium,No,Yes,Pool,North,Broker,Ready_to_Move
150271,Kerala,Kochi,Locality_436,Villa,3,3580,427.05,0.12,2019,Furnished,15,2,6,7,9,Medium,No,Yes,"Clubhouse, Pool, Garden",South,Broker,Ready_to_Move
150272,Assam,Silchar,Locality_489,Villa,3,2993,388.43,0.13,1997,Unfurnished,3,10,28,9,1,Medium,Yes,No,Pool,East,Builder,Ready_to_Move
